,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,m+15,m+16,m+17,m+18,m+19,m+20,m+21,m+22,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,m+15,m+16,m+17,m+18,m+19,m+20,m+21,m+22,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,399.14452,400.15079,401.15707,402.16335,403.16962,404.17590,405.18218,406.18845,407.19473,408.20101,409.20728,410.21356,411.21984,412.22611,413.23239,414.23867,415.24494,416.25122,417.25750,418.26377,419.27005,420.27633,421.28260,Sum,399.14452,400.15079,401.15707,402.16335,403.16962,404.17590,405.18218,406.18845,407.19473,408.20101,409.20728,410.21356,411.21984,412.22611,413.23239,414.23867,415.24494,416.25122,417.25750,418.26377,419.27005,420.27633,421.28260,Sum, Unlabeled, Labeled, Labeling
,mix,216,pmix1.d,17.098,2559730,885803,328773,50714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3825020,85.12,12.80,2.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,85.12, 14.88, 0.77
,mix,216,pmix2.d,17.095,4025087,1389873,488740,102230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20949,0,0,6026878,85.11,12.77,1.59,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,100.00,85.11, 14.89, 1.20
,mix,216,pmix3.d,17.063,3968640,1990312,853011,163327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37081,0,0,7012371,71.48,21.94,5.80,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.00,0,100.00,71.48, 28.52, 2.24
,mix,216,pmix4.d,17.063,3629449,1203930,452621,77849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32695,0,0,5396543,85.43,11.62,2.05,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90,0,0,100.00,85.43, 14.57, 1.54
,mix,216,pmix5.d,17.065,3116536,980350,361526,50570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4508980,87.97,10.44,1.59,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,87.97, 12.03, 0.62
,light,216,pP1_L_C1.d,17.105,33520510,7625231,2485188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29990,0,43660919,97.06,2.84,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,100.00,97.06, 2.94, 0.23
,light,216,pP1_L_VPA1.d,17.088,73017420,13470910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58103,0,86546441,99.90,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,100.00,99.90, 0.10, 0.09
,light,216,pP2_L_C2.d,17.090,28932410,5488122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90643,0,0,34511177,99.63,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,100.00,99.63, 0.37, 0.33
,light,216,pP2_L_VPA2.d,17.074,38411730,9078165,3102485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107331,0,0,50699713,95.94,3.74,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,100.00,95.94, 4.06, 0.46
,light,216,pP3_L_C3.d,17.056,17866060,3582718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30393,0,0,21479171,99.80,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20,0,0,100.00,99.80, 0.20, 0.18
,light,216,pP3_L_VPA3.d,17.057,74115050,13900950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88015996,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,216,pP3_L_VPA4.d,17.076,62452260,13084940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70794,0,75607992,99.86,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,100.00,99.86, 0.14, 0.13
,light,216,pP4_L_C4.d,17.076,46619630,8785783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55405415,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,216,pP4_L_C5.d,17.074,28901270,5606013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52973,0,0,34560252,99.78,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,100.00,99.78, 0.22, 0.20
,light,216,pP4_L_VPA5.d,17.109,70632250,14385400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25742,0,0,85043385,99.96,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,100.00,99.96, 0.04, 0.04
,heavy,216,pP1_H_C1.d,17.072,30141240,36484510,18156610,4084089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88866455,42.35,43.50,14.15,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,42.35, 57.65, 3.26
,heavy,216,pP1_H_VPA1.d,17.125,16455830,18658200,8826659,2001855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45942537,44.81,42.55,12.64,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,44.81, 55.19, 3.08
,heavy,216,pP1_H_VPA2.d,17.088,13015630,16707520,8261258,1952134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39936543,40.71,44.89,14.41,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,40.71, 59.29, 3.35
,heavy,216,pP2_H_C2.d,17.071,20249900,26943010,14073320,3168499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64434730,39.14,45.00,15.86,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,39.14, 60.86, 3.49
,heavy,216,pP2_H_C3.d,17.086,16774040,22410320,11391350,2593052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53168765,39.31,45.44,15.25,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,39.31, 60.69, 3.45
,heavy,216,pP2_H_VPA3.d,17.106,29944670,34346800,15506090,3555180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58578,0,83411310,44.92,43.27,11.70,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,100.00,44.92, 55.08, 3.13
,heavy,216,pP3_H_C4.d,17.110,24302400,31518170,15151180,3412331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74384083,40.74,45.48,13.78,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,40.74, 59.26, 3.32
,heavy,216,pP3_H_VPA4.d,17.092,16039390,15913430,7072642,1626242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42303,0,0,40694004,49.46,39.83,10.55,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.00,0,100.00,49.46, 50.54, 2.91
,heavy,216,pP4_H_C5.d,17.111,26027250,31457060,14793050,3321324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69613,0,75668295,42.94,44.06,12.86,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,100.00,42.94, 57.06, 3.30
,heavy,216,pP4_H_VPA5.d,17.075,22061660,23616680,10563070,2430585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26917,31854,0,58730760,47.07,41.67,11.12,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,100.00,47.07, 52.93, 3.03
,solv,216,psol2.d,16.972,21135,8915,6445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17172,4015,0,57682,41.37,9.18,7.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.05,1.04,0,100.00,41.37, 58.63, 39.39
,solv,216,psol3.d,17.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21887,0,21887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0,100.00,0.00, 100.00, 95.45
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,16.98,6.564,1.27,0.649
,light,0.81,1.448,0.17,0.147
,heavy,56.85,3.404,3.23,0.187
,solv,79.32,,67.42

Arginine, Formula, C6H14N4O2
, Tgt RT, 19.500, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,175.11895,176.12523,177.13151,178.13778,179.14406,180.15034,181.15661,182.16289,183.16917,184.17544,185.18172,186.18800,187.19427,188.20055,189.20683,Sum,175.11895,176.12523,177.13151,178.13778,179.14406,180.15034,181.15661,182.16289,183.16917,184.17544,185.18172,186.18800,187.19427,188.20055,189.20683,Sum, Unlabeled, Labeled, Labeling
,mix,217,pmix1.d,19.961,2112238,163805,0,0,0,0,0,0,0,0,0,11309,0,8434,0,2295785,98.97,0.00,0,0,0,0,0,0,0,0,0,0.58,0,0.44,0,100.00,98.97, 1.03, 0.87
,mix,217,pmix2.d,19.793,2763643,216715,0,0,10128,0,0,0,0,0,0,0,0,0,0,2990486,99.62,0.00,0,0,0.38,0,0,0,0,0,0,0,0,0,0,100.00,99.62, 0.38, 0.11
,mix,217,pmix3.d,19.761,2911549,240148,0,0,0,0,0,0,0,0,0,0,0,0,0,3151696,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,217,pmix4.d,19.777,2651477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2651477,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,217,pmix5.d,19.829,2329865,187364,67624,0,0,0,0,0,0,0,0,0,0,9049,0,2593902,97.41,0.00,2.16,0,0,0,0,0,0.00,0,0,0,0,0.43,0,100.00,97.41, 2.59, 0.71
,light,217,pP1_L_C1.d,19.770,12202950,964511,84497,0,0,0,0,0,0,437,0,0,0,0,0,13252394,100.00,0.00,0.00,0,0,0,0,0,0.00,0.00,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,217,pP1_L_VPA1.d,19.819,34379760,2553680,0,0,0,0,0,0,0,0,0,0,0,8912,0,36942348,99.97,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0.03,0,100.00,99.97, 0.03, 0.03
,light,217,pP2_L_C2.d,19.838,8121455,657947,61440,0,0,0,0,0,0,0,0,0,0,0,0,8840842,99.96,0.00,0.04,0,0,0,0,0,0,0,0,0.00,0,0,0,100.00,99.96, 0.04, 0.01
,light,217,pP2_L_VPA2.d,19.738,15806240,1246084,94354,0,0,0,0,0,0,0,0,0,0,0,0,17146681,100.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,217,pP3_L_C3.d,19.754,5748774,459300,0,0,0,0,0,0,0,0,0,0,0,11523,0,6219597,99.77,0.00,0,0,0,0,0,0,0,0,0,0,0,0.23,0,100.00,99.77, 0.23, 0.21
,light,217,pP3_L_VPA3.d,19.672,66247530,4804031,0,0,0,0,0,0,4703,0,0,0,0,1291,0,71057557,99.99,0.00,0,0,0.00,0,0,0,0.01,0,0,0,0,0.00,0,100.00,99.99, 0.01, 0.01
,light,217,pP3_L_VPA4.d,19.724,32674990,2458886,0,0,0,0,0,0,0,0,0,0,0,14183,0,35148059,99.95,0.00,0,0,0.00,0,0.00,0,0.00,0,0,0,0,0.05,0,100.00,99.95, 0.05, 0.05
,light,217,pP4_L_C4.d,19.674,58926970,4281768,0,0,1667,0,0,0,0,0,0,3580,0,0,0,63213983,99.99,0.00,0,0,0.00,0,0,0,0,0,0,0.01,0,0,0,100.00,99.99, 0.01, 0.01
,light,217,pP4_L_C5.d,19.722,9933963,771968,84326,0,0,0,0,0,6837,0,0,0,0,0,0,10797094,99.79,0.00,0.14,0,0.00,0,0,0,0.07,0.00,0,0,0,0,0,100.00,99.79, 0.21, 0.06
,light,217,pP4_L_VPA5.d,19.724,61527210,4485643,0,0,34808,0,4453,0,14891,0,0,0,0,0,0,66067003,99.91,0.00,0,0,0.06,0,0.01,0,0.03,0,0,0,0,0,0,100.00,99.91, 0.09, 0.03
,heavy,217,pP1_H_C1.d,19.687,69678460,5040942,0,0,0,0,0,0,0,0,0,566,0,0,0,74719964,100.00,0.00,0,0,0.00,0,0.00,0,0,0,0,0.00,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,217,pP1_H_VPA1.d,19.740,56225480,4137829,0,0,0,0,0,0,0,23402,0,0,0,0,0,60386711,99.95,0.00,0,0,0,0,0,0,0.00,0.05,0,0.00,0,0,0,100.00,99.95, 0.05, 0.03
,heavy,217,pP1_H_VPA2.d,19.686,46551820,3405603,0,0,0,0,0,0,0,0,0,0,0,0,0,49957419,100.00,0.00,0,0,0.00,0,0,0,0.00,0,0,0,0,0.00,0,100.00,100.00, 0.00, 0.00
,heavy,217,pP2_H_C2.d,19.703,50812000,3755569,0,0,676,0,0,0,13051,0,0,0,0,9257,0,54590549,99.95,0.00,0,0,0.00,0,0.00,0,0.03,0,0,0,0,0.02,0,100.00,99.95, 0.05, 0.04
,heavy,217,pP2_H_C3.d,19.685,52953620,3866048,0,0,2293,0,7,0,7671,15829,0,0,0,3172,0,56848635,99.94,0.00,0,0,0.00,0,0.00,0,0.01,0.03,0,0,0,0.01,0,100.00,99.94, 0.06, 0.04
,heavy,217,pP2_H_VPA3.d,19.738,50858150,3753917,0,0,48531,0,24637,0,34311,0,0,0,0,0,0,54719543,99.78,0.00,0,0,0.10,0,0.05,0,0.07,0,0,0,0,0,0,100.00,99.78, 0.22, 0.09
,heavy,217,pP3_H_C4.d,19.742,39683910,2940079,0,0,39415,0,4034,0,10646,0,0,4844,0,0,0,42682929,99.85,0.00,0,0,0.10,0,0.01,0,0.03,0,0,0.01,0,0,0,100.00,99.85, 0.15, 0.06
,heavy,217,pP3_H_VPA4.d,19.840,11948180,928777,74659,0,0,0,0,0,8392,0,0,0,0,6600,0,12966607,99.86,0.00,0.00,0,0.00,0,0,0,0.08,0,0,0,0,0.06,0,100.00,99.86, 0.14, 0.10
,heavy,217,pP4_H_C5.d,19.776,39730750,2944863,0,0,47482,0,4211,0,29118,0,0,15713,0,0,0,42772135,99.74,0.00,0,0,0.12,0,0.01,0,0.08,0,0,0.04,0,0,0,100.00,99.74, 0.26, 0.12
,heavy,217,pP4_H_VPA5.d,19.707,48612860,3591950,0,0,0,0,0,0,0,0,0,0,0,0,0,52204814,100.00,0.00,0,0,0.00,0,0,0,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,solv,217,psol2.d,19.537,0,0,0,0,0,0,1905,0,4187,0,0,1768,0,0,0,7861,0,0,0,0,0,0,23.64,0,53.16,0,0,23.19,0,0,0,100.00,0.00, 100.00, 58.74
,solv,217,psol3.d,19.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,0.80,1.086,0.34,0.419
,light,0.07,0.085,0.04,0.063
,heavy,0.09,0.094,0.05,0.044
,solv,NaN,,29.37

Methyl-L-Lysine, Formula, C7H16N2O2
, Tgt RT, 20.000, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,m+15,m+16,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,m+15,m+16,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,161.12845,162.13473,163.14101,164.14728,165.15356,166.15984,167.16611,168.17239,169.17867,170.18494,171.19122,172.19750,173.20378,174.21005,175.21633,176.22261,177.22888,Sum,161.12845,162.13473,163.14101,164.14728,165.15356,166.15984,167.16611,168.17239,169.17867,170.18494,171.19122,172.19750,173.20378,174.21005,175.21633,176.22261,177.22888,Sum, Unlabeled, Labeled, Labeling
,mix,219,pmix1.d,20.061,114189,0,0,0,0,0,0,0,0,0,0,0,3539,0,0,0,0,117729,96.62,0,0,0,0,0,0,0,0,0,0,0,3.38,0,0,0,0,100.00,96.62, 3.38, 2.53
,mix,219,pmix2.d,20.323,112836,0,0,28591,0,0,0,0,0,0,0,0,3153,0,0,0,0,144581,77.38,0,0,20.18,0,0,0,0,0,0,0,0,2.44,0,0,0,0,100.00,77.38, 22.62, 5.61
,mix,219,pmix3.d,20.573,106152,0,0,47093,0,0,0,0,0,0,0,0,4224,0,0,0,0,157469,66.59,0,0,30.42,0,0,0,0,0,0,0,0,2.99,0,0,0,0,100.00,66.59, 33.41, 7.95
,mix,219,pmix4.d,20.555,89206,0,0,39408,0,0,0,0,0,0,0,0,0,0,0,0,0,128614,68.73,0,0,31.27,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,68.73, 31.27, 5.86
,mix,219,pmix5.d,20.508,82515,20270,0,21407,0,0,0,0,0,0,0,0,0,0,0,0,0,124192,70.22,11.23,0,18.55,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,70.22, 29.78, 4.18
,light,219,pP1_L_C1.d,20.366,283891,47027,0,13063,0,0,0,0,0,0,0,0,0,0,0,0,0,343981,88.84,7.07,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,88.84, 11.16, 1.21
,light,219,pP1_L_VPA1.d,20.729,738089,83373,0,19623,0,0,0,0,0,0,0,0,0,0,0,0,0,841085,94.94,2.53,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,94.94, 5.06, 0.63
,light,219,pP2_L_C2.d,20.649,276977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276976,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,219,pP2_L_VPA2.d,20.583,437021,55209,0,23887,0,0,0,0,0,0,0,0,0,0,0,0,0,516118,91.30,3.66,0,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,91.30, 8.70, 1.17
,light,219,pP3_L_C3.d,20.565,155202,29935,0,29066,0,0,0,0,0,0,0,0,0,0,0,0,0,214203,77.07,8.24,0,14.69,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,77.07, 22.93, 3.27
,light,219,pP3_L_VPA3.d,20.665,1124597,129502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254100,97.19,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,97.19, 2.81, 0.18
,light,219,pP3_L_VPA4.d,20.602,737450,85787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823237,97.08,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,97.08, 2.92, 0.18
,light,219,pP4_L_C4.d,20.634,650212,0,0,16862,0,0,0,0,0,0,0,0,0,0,0,0,0,667074,97.44,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,97.44, 2.56, 0.48
,light,219,pP4_L_C5.d,20.533,221278,36321,0,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,268100,88.84,6.93,0,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,88.84, 11.16, 1.23
,light,219,pP4_L_VPA5.d,20.552,812626,93005,0,15030,0,0,0,0,0,0,0,0,0,0,0,0,0,920661,95.56,2.69,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,95.56, 4.44, 0.50
,heavy,219,pP1_H_C1.d,20.647,715913,77463,0,15304,0,0,0,0,0,0,0,0,0,0,0,0,0,808679,95.86,2.10,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,95.86, 4.14, 0.51
,heavy,219,pP1_H_VPA1.d,20.832,975547,100361,0,36901,0,761,0,0,0,0,0,0,0,0,0,0,0,1113570,94.77,1.57,0,3.62,0,0.05,0,0,0,0,0,0,0,0,0,0,0,100.00,94.77, 5.23, 0.79
,heavy,219,pP1_H_VPA2.d,20.663,1037682,102438,0,25672,0,0,0,0,0,0,0,0,0,0,0,0,0,1165792,96.42,1.19,0,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,96.42, 3.58, 0.52
,heavy,219,pP2_H_C2.d,20.646,429910,72844,0,20972,0,0,0,0,0,0,0,0,0,0,0,0,0,523725,88.32,7.36,0,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,88.32, 11.68, 1.27
,heavy,219,pP2_H_C3.d,20.612,664354,80785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745139,96.59,3.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,96.59, 3.41, 0.21
,heavy,219,pP2_H_VPA3.d,20.566,784948,67497,0,20624,0,5011,0,0,0,0,0,0,0,0,0,0,0,878080,96.81,0.00,0,2.56,0,0.63,0,0,0,0,0,0,0,0,0,0,0,100.00,96.81, 3.19, 0.68
,heavy,219,pP3_H_C4.d,20.437,528184,0,0,22087,0,0,0,0,0,0,0,0,0,0,0,0,0,550272,95.91,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,95.91, 4.09, 0.77
,heavy,219,pP3_H_VPA4.d,20.668,363832,53460,0,0,0,0,0,0,0,0,0,0,1945,0,0,0,0,419236,93.74,5.70,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,100.00,93.74, 6.26, 0.78
,heavy,219,pP4_H_C5.d,20.454,407093,51708,0,13899,0,0,0,0,0,0,0,0,0,0,0,4447,0,477147,91.95,3.75,0,3.15,0,0,0,0,0,0,0,0,0,0,0,1.16,0,100.00,91.95, 8.05, 1.91
,heavy,219,pP4_H_VPA5.d,20.617,676412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676412,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,solv,219,psol2.d,20.017,0,0,0,44307,0,0,0,15154,0,0,0,0,1658,0,29580,4376,0,95075,0,0,0,45.84,0,0,0,16.32,0,0,0,0,1.57,0,34.09,2.18,0,100.00,0.00, 100.00, 48.79
,solv,219,psol3.d,19.969,3694,0,0,0,0,0,0,0,0,0,0,0,2209,0,10132,1017,0,17053,20.56,0,0,0,0,0,0,0,0,0,0,0,13.28,0,65.13,1.03,0,100.00,20.56, 79.44, 67.92
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,24.09,12.266,5.23,2.018
,light,7.17,6.701,0.88,0.951
,heavy,4.96,3.162,0.74,0.536
,solv,89.72,,58.35

Choline, Formula, C5H13NO
, Tgt RT, 20.000, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,104.10699,105.11327,106.11954,107.12582,108.13210,109.13837,110.14465,111.15093,112.15720,113.16348,114.16976,115.17603,116.18231,117.18859,Sum,104.10699,105.11327,106.11954,107.12582,108.13210,109.13837,110.14465,111.15093,112.15720,113.16348,114.16976,115.17603,116.18231,117.18859,Sum, Unlabeled, Labeled, Labeling
,mix,220,pmix1.d,20.690,74510030,4316831,0,0,0,0,0,0,0,0,0,0,0,0,78826863,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,220,pmix2.d,20.191,59667390,3253558,0,0,0,0,0,0,0,0,0,0,0,0,62920950,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,220,pmix3.d,20.010,86319020,4947329,0,0,0,0,0,0,0,0,0,0,0,0,91266353,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,220,pmix4.d,20.009,85790360,4873556,0,0,0,0,0,0,0,0,0,0,0,0,90663916,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,220,pmix5.d,20.011,82036500,4521292,0,0,0,0,0,0,0,0,0,0,0,0,86557788,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,220,pP1_L_C1.d,20.201,73220350,4001827,0,0,0,0,0,0,0,0,0,0,0,0,77222179,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,220,pP1_L_VPA1.d,20.547,122517700,6438046,0,0,0,0,0,0,0,0,0,0,0,0,128955750,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,220,pP2_L_C2.d,20.500,102693000,5381043,0,0,0,0,0,0,0,0,0,0,0,0,108074027,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,220,pP2_L_VPA2.d,20.003,93354250,5273381,0,0,0,0,0,0,0,0,0,0,0,0,98627629,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,220,pP3_L_C3.d,20.019,86481570,4941724,0,0,0,0,0,0,0,0,0,0,0,0,91423292,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,220,pP3_L_VPA3.d,20.516,95115360,5419848,0,0,0,0,0,0,0,0,0,0,0,0,100535208,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
