Xanthurenic Acid, Formula, C10H7NO4
, Tgt RT, 1.030, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,, Corrected Abundance Percentages,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,204.03023,205.03651,206.04278,207.04906,208.05534,209.06162,210.06789,211.07417,Sum,204.03023,205.03651,206.04278,207.04906,208.05534,209.06162,210.06789,211.07417,Sum, Unlabeled, Labeled, Labeling
,mix,3,nmix1.d,1.883,6701,6694,0,0,0,0,0,0,13395,52.95,47.05,0,0,0,0,0,0,100.00,52.95, 47.05, 6.72
,mix,210,nmix4.d,12.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,mix,210,nmix5.d,12.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,mix,210,rnmix1.d,12.397,0,0,0,0,230200,35664,4876,0,0,0,234,0,0,0,0,2471,0,1737,0,0,0,275181,0,0,0,0,92.37,5.67,0.00,0,0,0,0.10,0,0,0,0,1.09,0,0.77,0,0,0,100.00,0.00, 100.00, 21.41
,light,210,nP1_L_C1.d,12.336,0,0,0,0,222693,31571,3406,0,0,0,0,0,0,3287,0,6859,0,0,0,0,0,267817,0,0,0,0,91.14,4.34,0.00,0,0,0,0,0,0,1.43,0,3.09,0,0,0,0,0,100.00,0.00, 100.00, 22.56
,light,210,nP1_L_VPA1.d,12.457,0,0,0,0,169025,23995,0,0,0,13331,0,0,0,3342,0,0,0,0,0,0,0,209693,0,0,0,0,86.94,4.03,0,0,0,7.16,0,0,0,1.87,0,0,0,0.00,0,0,0,100.00,0.00, 100.00, 22.83
,light,210,nP2_L_C2.d,12.043,68808,10693,1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81314,93.86,5.75,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,93.86, 6.14, 0.33
,light,210,nP2_L_VPA2.d,12.536,0,0,0,0,120158,21047,0,0,0,11574,0,0,0,2904,0,0,0,0,0,0,0,155683,0,0,0,0,82.85,6.62,0,0,0,8.35,0,0,0,2.18,0,0.00,0.00,0,0,0,0,100.00,0.00, 100.00, 23.40
,light,210,nP3_L_C3.d,12.025,51970,9849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61818,91.45,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,91.45, 8.55, 0.43
,light,210,nP3_L_VPA3.d,12.375,0,2948,0,0,215780,27942,6183,0,0,0,0,0,0,3605,0,4507,0,0,0,0,0,260964,0,1.20,0,0,91.07,3.20,0.82,0,0,0,0,0,0,1.63,0,2.08,0,0,0,0,0,100.00,0.00, 100.00, 21.94
,light,210,nP3_L_VPA4.d,12.570,0,0,0,0,78046,15821,0,0,0,21381,3685,0,0,1994,0,1012,0,0,0,0,0,121940,0,0.00,0,0,68.54,7.38,0,0,0,19.69,1.53,0,0,1.90,0,0.96,0,0,0,0,0,100.00,0.00, 100.00, 27.13
,light,210,nP4_L_C4.d,12.275,0,0,0,0,130852,19588,0,0,0,0,0,0,0,3912,0,6927,0,0,0,0,0,161279,0,0,0,0,87.39,4.73,0,0,0,0,0,0,0,2.79,0,5.09,0,0,0,0,0,100.00,0.00, 100.00, 24.29
,light,210,nP4_L_C5.d,12.486,53055,8206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61261,94.47,5.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,94.47, 5.53, 0.28
,light,210,nP4_L_VPA5.d,12.396,0,0,0,0,200034,31899,0,0,0,0,0,0,0,0,1717,346,856,0,0,0,0,234851,0,0,0,0,92.74,5.94,0,0,0,0,0,0,0,0,0.87,0.03,0.42,0,0,0,0,100.00,0.00, 100.00, 21.00
,heavy,210,nP1_H_C1.d,12.354,0,0,0,0,191536,23966,0,0,0,0,0,0,0,1379,0,3660,0,86,0,0,0,220627,0,0,0,0,94.49,2.78,0,0,0,0,0,0,0,0.72,0,1.99,0,0.02,0,0,0,100.00,0.00, 100.00, 21.57
,heavy,210,nP1_H_VPA1.d,12.303,0,0,0,0,76059,10972,0,0,0,0,0,0,0,1814,0,1330,0,0,0,0,0,90175,0,0,0,0,91.46,4.45,0,0,0,0,0,0,0,2.35,0,1.74,0,0,0,0,0,100.00,0.00, 100.00, 22.24
,heavy,210,nP1_H_VPA2.d,12.319,0,0,0,0,84702,11340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96042,0,0,0,0,96.31,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0.00, 100.00, 20.18
,heavy,210,nP2_H_C2.d,12.422,0,0,0,0,125422,20134,2449,0,0,12098,0,0,0,0,0,5733,0,0,0,0,0,165836,0,0,0,0,82.07,5.49,0.00,0,0,8.28,0,0,0,0,0,4.17,0.00,0,0,0,0,100.00,0.00, 100.00, 24.64
,heavy,210,nP2_H_C3.d,12.337,0,0,0,0,172899,25814,3198,0,0,0,0,0,0,0,0,2198,0,0,0,0,0,204110,0,0,0,0,93.49,5.19,0.00,0,0,0,0,0,0,0,0,1.32,0,0,0,0,0,100.00,0.00, 100.00, 20.99
,heavy,210,nP2_H_VPA3.d,12.540,0,0,0,0,107891,19241,0,0,0,8386,0,0,0,102,0,0,0,0,0,0,0,135620,0,0,0,0,85.81,7.13,0,0,0,6.98,0,0,0,0.09,0,0,0,0,0,0,0,100.00,0.00, 100.00, 22.14
,heavy,210,nP3_H_C4.d,12.476,0,0,0,51,99746,16374,0,0,0,5457,6868,0,0,0,0,2368,0,0,0,0,0,130864,0,0,0,0.00,82.42,5.67,0,0,0,4.20,5.54,0,0,0,0,2.17,0,0,0,0,0,100.00,0.00, 100.00, 24.19
,heavy,210,nP3_H_VPA4.d,12.492,0,0,0,0,131009,22459,3691,0,0,20463,0,0,0,0,0,4707,0,34,0,0,0,182364,0,0,0,0,77.77,6.07,0.34,0,0,12.71,0,0,0,0,0,3.11,0,0.00,0,0,0,100.00,0.00, 100.00, 25.22
,heavy,210,nP4_H_C5.d,12.460,0,0,0,0,146262,19984,0,0,0,17463,5285,0,0,0,0,5386,0,0,0,0,0,194379,0,0,0,0,81.22,3.33,0,0,0,10.00,2.12,0,0,0,0,3.32,0,0,0,0,0,100.00,0.00, 100.00, 25.13
,heavy,210,nP4_H_VPA5.d,12.456,0,2179,0,527,138066,22787,1523,0,0,17803,0,0,0,0,0,6461,0,0,0,0,0,189347,0,1.20,0,0.00,78.57,5.55,0.00,0,0,10.60,0,0,0,0,0,4.09,0,0,0,0,0,100.00,0.00, 100.00, 25.00
,solv,210,sol1.d,12.343,0,0,2509,1384,411,0,0,0,0,9361,2816,2829,0,1174,0,0,0,0,0,0,0,20484,0,0,12.70,5.89,1.35,0,0,0,0,50.55,9.25,13.83,0,6.42,0,0,0,0,0,0,0,100.00,0.00, 100.00, 41.58
,solv,210,sol2.d,12.537,0,0,0,0,0,0,0,0,0,5120,643,0,0,2330,0,2275,0,0,0,0,0,10368,0,0,0,0,0,0,0,0,0,51.07,1.55,0,0,23.81,0,23.57,0,0,0,0,0,100.00,0.00, 100.00, 56.91
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,NaN,NaN,15.74,15.701
,light,72.02,45.055,16.42,11.211
,heavy,100.00,0.000,23.13,1.907
,solv,100.00,,49.24

Phosphocholine, Formula, C5H14NO4P
, Tgt RT, 15.500, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,182.05877,183.06504,184.07132,185.07760,186.08387,187.09015,188.09643,189.10271,190.10898,191.11526,192.12154,193.12781,194.13409,195.14037,196.14664,Sum,182.05877,183.06504,184.07132,185.07760,186.08387,187.09015,188.09643,189.10271,190.10898,191.11526,192.12154,193.12781,194.13409,195.14037,196.14664,Sum, Unlabeled, Labeled, Labeling
,mix,215,nmix1.d,15.671,89745,0,0,0,2346,0,3952,0,0,0,0,0,0,0,0,96043,93.14,0,0,0,2.53,0,4.33,0,0,0,0,0,0,0.00,0,100.00,93.14, 6.86, 2.58
,mix,215,nmix2.d,15.705,64469,0,0,1230,0,0,0,0,0,0,0,0,0,0,0,65699,98.12,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,100.00,98.12, 1.88, 0.40
,mix,215,nmix3.d,15.755,22577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22577,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,215,nmix4.d,15.820,17462,0,0,0,267,8512,0,0,0,0,0,0,0,0,0,26240,66.15,0,0,0,0.00,33.85,0,0,0,0,0,0,0,0.00,0,100.00,66.15, 33.85, 12.09
,mix,215,nmix5.d,15.754,5684,0,0,0,0,0,0,0,0,0,0,0,0,1154,0,6838,81.16,0,0,0,0,0,0,0,0,0,0,0,0,18.84,0,100.00,81.16, 18.84, 17.50
,mix,215,rnmix1.d,15.641,86803,0,0,2706,0,0,1036,0,0,0,0,0,0,0,0,90546,95.76,0,0,3.03,0,0,1.21,0,0,0,0,0,0,0,0,100.00,95.76, 4.24, 1.17
,light,215,nP1_L_C1.d,15.663,82519,0,0,0,2515,0,0,0,0,0,0,0,0,0,0,85034,96.92,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,100.00,96.92, 3.08, 0.88
,light,215,nP1_L_VPA1.d,15.668,113202,0,0,3945,758,0,1493,0,0,0,0,0,0,0,0,119398,94.87,0,0,3.35,0.45,0,1.32,0,0,0,0,0,0,0,0,100.00,94.87, 5.13, 1.41
,light,215,nP2_L_C2.d,15.652,118735,0,0,0,0,0,2254,0,0,0,0,0,0,0,0,120989,98.02,0,0,0,0,0,1.98,0,0,0,0,0,0,0,0,100.00,98.02, 1.98, 0.85
,light,215,nP2_L_VPA2.d,15.615,98963,0,0,5179,0,0,0,0,0,0,0,0,0,0,0,104142,94.93,0,0,5.07,0,0,0,0,0,0,0,0,0,0,0,100.00,94.93, 5.07, 1.09
,light,215,nP3_L_C3.d,15.733,75832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75832,100.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,215,nP3_L_VPA3.d,15.603,85021,0,0,7873,0,0,1534,0,0,0,0,0,0,0,0,94429,89.76,0,0,8.52,0,0,1.72,0,0,0,0,0,0,0,0,100.00,89.76, 10.24, 2.56
,light,215,nP3_L_VPA4.d,15.632,101186,0,0,4518,1102,0,2318,0,0,0,0,0,0,0,0,109124,92.76,0,0,4.20,0.79,0,2.25,0,0,0,0,0,0,0,0,100.00,92.76, 7.24, 2.09
,light,215,nP4_L_C4.d,15.651,59298,0,0,6002,0,0,0,0,0,0,0,0,0,336,0,65636,90.07,0,0,9.35,0,0,0.00,0,0,0,0,0,0,0.58,0,100.00,90.07, 9.93, 2.55
,light,215,nP4_L_C5.d,15.664,71704,0,0,4485,0,0,0,0,0,0,0,0,0,0,0,76189,93.99,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,100.00,93.99, 6.01, 1.29
,light,215,nP4_L_VPA5.d,15.624,95939,0,0,0,0,0,0,0,0,0,0,0,0,414,0,96353,99.51,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,100.00,99.51, 0.49, 0.46
,heavy,215,nP1_H_C1.d,15.598,77282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77282,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,215,nP1_H_VPA1.d,15.647,51890,0,0,6512,3686,0,1242,0,0,0,0,0,0,236,0,63567,81.80,0,0,10.36,5.40,0,2.02,0,0,0,0,0,0,0.43,0,100.00,81.80, 18.20, 5.02
,heavy,215,nP1_H_VPA2.d,15.613,41017,0,0,2344,0,0,469,0,0,0,0,0,0,0,0,43830,93.42,0,0,5.45,0,0,1.13,0,0,0,0,0,0,0,0,100.00,93.42, 6.58, 1.65
,heavy,215,nP2_H_C2.d,15.667,77790,0,0,988,0,0,2338,0,0,0,0,0,0,0,0,81115,95.74,0,0,1.20,0,0,3.06,0,0,0,0,0,0,0,0,100.00,95.74, 4.26, 1.57
,heavy,215,nP2_H_C3.d,15.631,56135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56135,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,215,nP2_H_VPA3.d,15.652,125053,0,0,3744,0,0,122,0,0,0,0,0,0,0,0,128919,96.96,0,0,2.94,0,0,0.10,0,0,0,0,0,0,0,0,100.00,96.96, 3.04, 0.67
,heavy,215,nP3_H_C4.d,15.638,96986,0,0,3347,368,0,3585,0,0,0,0,0,0,0,0,104287,92.93,0,0,3.26,0.16,0,3.65,0,0,0,0,0,0,0,0,100.00,92.93, 7.07, 2.31
,heavy,215,nP3_H_VPA4.d,15.670,127442,0,0,0,0,0,2998,0,0,0,0,0,0,0,0,130440,97.56,0,0,0,0,0,2.44,0,0,0,0,0,0,0,0,100.00,97.56, 2.44, 1.04
,heavy,215,nP4_H_C5.d,15.687,104487,0,0,5933,479,0,1037,0,0,0,0,0,0,0,0,111936,93.47,0,0,5.44,0.11,0,0.98,0,0,0,0,0,0,0,0,100.00,93.47, 6.53, 1.62
,heavy,215,nP4_H_VPA5.d,15.634,79910,0,0,5632,546,0,883,0,0,0,0,0,0,2087,0,89058,89.57,0,0,6.47,0.24,0,1.05,0,0,0,0,0,0,2.68,0,100.00,89.57, 10.43, 4.39
,solv,215,sol1.d,15.918,0,0,0,11850,1681,0,0,0,0,0,0,0,0,2060,0,15591,0,0,0,78.46,6.41,0,0,0,0,0,0,0,0,15.13,0,100.00,0.00, 100.00, 32.70
,solv,215,sol2.d,15.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,10.94,13.043,5.62,7.359
,light,4.92,3.588,1.32,0.857
,heavy,5.85,5.442,1.83,1.692
,solv,NaN,,16.35

Arginine, Formula, C6H14N4O2
, Tgt RT, 19.500, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,173.10440,174.11068,175.11695,176.12323,177.12951,178.13578,179.14206,180.14834,181.15461,182.16089,183.16717,184.17344,185.17972,186.18600,187.19227,Sum,173.10440,174.11068,175.11695,176.12323,177.12951,178.13578,179.14206,180.14834,181.15461,182.16089,183.16717,184.17344,185.17972,186.18600,187.19227,Sum, Unlabeled, Labeled, Labeling
,mix,217,nmix1.d,19.892,2750336,219638,0,0,0,0,0,0,0,0,0,0,0,0,0,2969974,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,217,nmix2.d,19.942,1495087,129673,0,0,0,0,0,0,0,0,0,0,0,0,0,1624761,99.56,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,99.56, 0.44, 0.03
,mix,217,nmix3.d,19.976,794129,74427,0,0,6176,0,0,0,0,0,0,0,0,0,0,874732,98.09,1.12,0,0,0.79,0,0,0,0,0,0,0,0,0,0,100.00,98.09, 1.91, 0.31
,mix,217,nmix4.d,19.991,0,49229,0,0,0,0,0,0,0,0,0,0,0,0,0,49229,0,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0.00, 100.00, 7.14
,mix,217,nmix5.d,19.992,0,41159,0,0,0,0,0,0,0,0,0,0,0,0,0,41159,0,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0.00, 100.00, 7.14
,mix,217,rnmix1.d,19.878,3314601,268550,0,0,0,0,0,0,0,0,0,0,0,0,0,3583151,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,217,nP1_L_C1.d,19.900,3668949,294008,0,0,0,0,0,0,0,0,0,0,0,0,0,3962957,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,217,nP1_L_VPA1.d,19.872,3440495,268238,0,0,0,0,0,0,0,0,0,0,0,0,0,3708732,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,217,nP2_L_C2.d,19.905,3445329,279514,0,0,0,0,0,0,0,0,0,0,0,0,0,3724843,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,217,nP2_L_VPA2.d,19.919,3246370,239264,0,0,0,0,0,0,0,0,0,0,0,0,0,3485634,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,217,nP3_L_C3.d,19.937,2640735,200516,0,0,5238,0,0,0,0,0,0,0,0,0,0,2846489,99.80,0.00,0,0,0.20,0,0,0,0,0,0,0,0,0,0,100.00,99.80, 0.20, 0.06
,light,217,nP3_L_VPA3.d,19.906,2936202,224773,0,0,0,0,0,0,0,0,0,0,0,0,0,3160975,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,217,nP3_L_VPA4.d,19.903,2641658,213036,0,0,1224,0,0,0,0,0,0,0,0,0,0,2855918,99.95,0.00,0,0,0.05,0,0,0,0,0,0,0,0,0,0,100.00,99.95, 0.05, 0.01
,light,217,nP4_L_C4.d,19.922,3251700,249253,0,0,0,0,0,0,0,0,0,0,0,0,0,3500952,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,217,nP4_L_C5.d,19.935,3005088,241105,0,0,0,0,0,0,0,0,0,0,0,0,0,3246193,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,217,nP4_L_VPA5.d,19.894,3398532,266647,0,0,0,0,0,0,0,0,0,0,0,0,0,3665179,100.00,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,217,nP1_H_C1.d,19.918,3742700,290443,0,0,0,0,0,0,0,0,0,0,0,0,0,4033142,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,217,nP1_H_VPA1.d,19.901,3316211,255884,0,0,0,0,0,0,0,0,0,0,0,0,0,3572095,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,217,nP1_H_VPA2.d,19.900,2615287,199035,0,0,0,0,0,0,0,0,0,0,0,0,0,2814322,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,217,nP2_H_C2.d,19.921,3498846,273553,0,0,0,0,0,0,0,0,0,0,0,0,0,3772399,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,217,nP2_H_C3.d,19.935,3192673,263016,0,0,0,0,0,0,0,0,0,0,0,0,0,3455689,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,217,nP2_H_VPA3.d,19.889,3234132,256010,0,0,0,0,0,0,0,0,0,0,0,0,0,3490141,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,217,nP3_H_C4.d,19.908,3125939,244804,0,0,0,0,0,0,0,0,0,0,0,0,0,3370743,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,217,nP3_H_VPA4.d,19.891,3215788,248377,0,0,0,0,0,0,0,0,0,0,0,0,0,3464165,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,217,nP4_H_C5.d,19.892,4409285,344831,0,0,0,0,0,0,0,0,0,0,0,0,0,4754115,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,217,nP4_H_VPA5.d,19.921,2809653,228261,0,0,0,0,0,0,0,0,0,0,0,0,0,3037914,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,solv,217,sol1.d,20.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,solv,217,sol2.d,20.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,33.72,51.342,2.44,3.647
,light,0.03,0.065,0.01,0.019
,heavy,0.00,0.001,0.00,0.000
,solv,NaN,,0.00

5-Hydroxylysine, Formula, C6H14N2O3
, Tgt RT, 20.000, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,161.09317,162.09944,163.10572,164.11200,165.11827,166.12455,167.13083,168.13710,169.14338,170.14966,171.15593,172.16221,173.16849,174.17476,175.18104,Sum,161.09317,162.09944,163.10572,164.11200,165.11827,166.12455,167.13083,168.13710,169.14338,170.14966,171.15593,172.16221,173.16849,174.17476,175.18104,Sum, Unlabeled, Labeled, Labeling
,mix,218,nmix1.d,19.892,18188,0,0,0,0,0,0,0,0,0,0,0,0,1796,0,19984,89.83,0,0,0,0,0,0,0,0,0,0,0,0,10.17,0,100.00,89.83, 10.17, 9.44
,mix,218,nmix2.d,19.926,8096,1577,0,0,0,0,0,0,0,0,0,0,0,0,0,9674,89.28,10.72,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,89.28, 10.72, 0.77
,mix,218,nmix3.d,19.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,mix,218,nmix4.d,19.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,mix,218,nmix5.d,19.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,mix,218,rnmix1.d,19.862,27583,4319,0,0,0,0,0,0,0,0,0,0,0,0,0,31902,92.46,7.54,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,92.46, 7.54, 0.54
,light,218,nP1_L_C1.d,19.884,30066,2652,0,0,0,0,0,0,0,0,0,0,0,0,0,32718,98.74,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,98.74, 1.26, 0.09
,light,218,nP1_L_VPA1.d,19.872,38338,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,39740,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,218,nP2_L_C2.d,19.889,27878,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,30679,97.55,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,97.55, 2.45, 0.17
,light,218,nP2_L_VPA2.d,19.902,21745,2346,0,0,0,0,0,0,0,0,0,0,0,0,0,24091,96.85,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,96.85, 3.15, 0.23
,light,218,nP3_L_C3.d,19.937,17990,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,19048,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,218,nP3_L_VPA3.d,19.890,18046,1914,0,0,0,0,0,0,0,0,0,0,0,1234,0,21194,90.20,2.77,0,0,0,0,0,0,0,0,0,0,0,7.03,0,100.00,90.20, 9.80, 6.73
,light,218,nP3_L_VPA4.d,19.903,18051,2422,0,0,0,0,0,0,0,0,0,0,0,0,0,20472,94.43,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,94.43, 5.57, 0.40
,light,218,nP4_L_C4.d,19.889,17573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17573,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,218,nP4_L_C5.d,19.918,18732,3240,0,0,0,0,0,0,0,0,0,0,0,0,0,21972,91.07,8.93,0.00,0,0,0,0,0,0,0,0,0,0,0,0,100.00,91.07, 8.93, 0.64
,light,218,nP4_L_VPA5.d,19.894,23006,3769,0,0,0,0,0,0,0,0,0,0,0,0,0,26775,91.84,8.16,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,91.84, 8.16, 0.58
,heavy,218,nP1_H_C1.d,19.901,24054,878,0,0,0,0,0,0,0,0,0,0,0,0,0,24932,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,218,nP1_H_VPA1.d,19.867,16486,0,0,0,0,0,0,0,0,0,0,0,0,1353,0,17839,91.40,0,0,0,0,0,0,0,0,0,0,0,0,8.60,0,100.00,91.40, 8.60, 7.98
,heavy,218,nP1_H_VPA2.d,19.883,14705,0,0,0,0,0,0,0,0,0,0,0,0,1035,0,15740,92.54,0,0,0,0,0,0,0,0,0,0,0,0,7.46,0,100.00,92.54, 7.46, 6.93
